event_id,title,description,url
evt_041,41.Latin Mix Saturdays,"Experience the ultimate Saturday night at Time Out Market’s Rooftop Latin Mix Party! Join resident DJ Torres and friends for an unforgettable evening of reggaetón, salsa, merengue, bachata, Latin house and more. Dance the night away under the stars, sip on specialty cocktails from Bacardi and soak in the breathtaking views of the iconic NYC skyline. Make your Saturday nights come alive at Time Out Market! Remember, all seating is on a first-come, first-served basis!",https://www.timeout.com/time-out-market-new-york/time-out-market/latin-mix-saturdays
evt_042,42.The New Yorker in Dog Years,"Over its 100 years in print,The New Yorkerhas devoted dozens of its famed covers to some of the coolest residents of New York City: Dogs. A new exhibit, ""The New Yorker in Dog Years"" exhibition at AKC Museum of the Dog in Murray Hill, features 44 dog-themedNew Yorkercovers on display in celebration of their centennial anniversary. See works by Peter Arno, James Thurber, Charles Addams, Helen Hokinson and Mark Urliksen and more. Along with admiring the artwork, you can learn the story behind each cover with detailed commentary on each one. Themes such as dog shows, grooming, country life and sports will be featured.",https://www.timeout.com/newyork/art/the-new-yorker-in-dog-years
evt_043,43.Arte Museum,"Lose yourself in immersive digital art, evocative soundscapes and custom-crafted scents at the new Arte Museum. The museum promises ""a multi-sensory journey beyond time and space"" with dazzling installations inspired by the beauty of nature. The experience is heightened by soundscapes from acclaimed composer Young-gyu Jang and custom-crafted fragrances by master perfumer Marianne Nawrocki Sabatier. After the experience, you can unwind at Arte Cafe, offering fusions of tea as well as media art. From beginning to end, it's packed with Instagrammable moments. Expect to spend about an hour-and-a-half at this experience at 61 Chelsea Piers this fall.",https://www.timeout.com/newyork/art/arte-museum
evt_044,"44.""Slavery Trails"" augmented reality exhibition","When slavery is taught in an educational setting, perspectives are often erased or overlooked. Marcus Brown, a New Orleans-based artist with enslaved African ancestors, aims to share the stories of enslaved people with four free Augmented Reality (AR) exhibitions across New York City opening July 25 and running through July 2026. As part of the city's Arts in the Park initiative, Brown's ""Slavery Trails"" takes historical sites that are tied to slavery and crafts them into digital memorials using sculpture and AR that visitors may access via mobile device. Manhattan will house two exhibitions while Brooklyn and Queens will showcase one; ""merging technology, music and history into public memory spaces that honor the enslaved and challenge contemporary narratives,"" according to a press release about the exhibition.",https://www.timeout.com/newyork/news/discover-nycs-hidden-history-of-enslavement-at-these-new-augmented-reality-memorials-071625
evt_045,45.RaaaatScraps: The Best Improv Show in the World,"From the people who brought you Asssscat comes this Sunday comedy series, taking over Caveat NYC every weekend. A guest monologist (previous monologists include Gloria Steinem, Mark Hamill, Kevin Bacon and Bowen Yang) will tell true stories from their life and the performers—some of NYC's best improvisers, including Zach Cherry (Succession), Connor Ratliff (The Marvelous Mrs. Maisel), Jeff Hiller (Somebody Somewhere) and more—will use them as inspiration to make up scenes on the spot. It's a perfect way to banish the Sunday scaries with a laugh.",https://www.timeout.com/newyork/comedy/raaaatscraps-the-best-improv-show-in-the-world
evt_046,"46.""Dining in Transit"" at The New York Historical","It's nearly impossible to imagine nowadays with limp hot dogs served on Amtrak and unpalatable mystery meats offered on commercial flights, but dining on trains and in the air actually used to be delightful. A new exhibit at The New York Historical showcases the culinary excellence served aboard airplanes, trains and ocean liners in the first half of the 20th century. Titled ""Dining in Transit,"" the exhibit explores how travel dining evolved—from hiring French chefs to crafting signature dishes to unveiling the deeper stories of race and gender that shaped the industry. It also features some fascinating artifacts, such as souvenir menus, promotional recipe books, employee handbooks, collectible tableware and a stewardess hat.",https://www.timeout.com/newyork/things-to-do/dining-in-transit-at-the-new-york-historical
evt_047,"47.""Fragile Giants"" sculptures on Park Avenue","In the shadow of the Empire State Building, a nine-foot-tall gorilla gazes toward the iconic skyscraper. A few steps away, a massive brown bear raises its head curiously, and a polar bear lifts a paw into the air. These gigantic sculptures newly placed along Park Avenue look remarkably lifelike—and incredibly cute. They also raise important messages about the beauty and vulnerability of the natural world, especially endangered species. The sculpture collection by renowned French artist Michel Bassompierre titled ""Fragile Giants"" is on view along Park Avenue between 34th and 38th Streets. This open-air gallery is free to visit through May 11, 2026.",https://www.timeout.com/newyork/news/massive-animal-sculptures-have-taken-over-park-avenue-with-an-even-bigger-message-061725
evt_048,"48.""Viola's Room"" immersive theater experience","Punchdrunk’sSleep No Moregave up the ghostlast fallafter 14 years, but fans of that immersive theatrical experience havea new show to tide them over: a smaller-scale work byPunchdrunk founder Felix Barrett that invites audience members to move barefoot through a labyrinthine installation inspired byBarry Pain’s 1901 gothic short story “The Moon-Slave,"" as adapted by the acclaimed British writerDaisy Johnson. Participants wear headphones and are guided through the 50-minute experience at the Shed via narrationin the voice ofHelena Bonham Carter.",https://www.timeout.com/newyork/theater/violas-room
evt_049,49.City Climb at Edge,"City Climb—which is the highest external building climb in the world on the Western Hemisphere's tallest observation deck,Edge—tethers brave thrillseekers to a secure trolly along the outside of the building and open, edged platforms and stairways. Two cables will keep you secure on a path that leads up 32 steps to “The Cliff,” an outlook 1,190 feet in the sky and to “The Stair,” which consists of 151 steps on a 45-degree incline. “The Apex” is where they can lean out and hang over the platform at 1,271 feet. Are your knees buckling yet?Here’s what it was like to climb it.It all finishes with a victory lap on Edge's outdoor viewing area on the 100th floor (and a celebratory medal for inaugural guests).",https://www.timeout.com/newyork/attractions/city-climb-at-edge
evt_050,"50.""Aunties"" sculptures in Harlem","Three colorful figures are now brightening up the intersection of 124th Street and Lenox Avenue in Harlem: Called ""Aunties,"" these figurative sculptures by local artist Fitgi Saint-Louis honor the women who passionately nurture and embolden the Harlem community. As the artist puts it, ""Aunties is an ode to the collective of women, builders, leaders, caretakers, changemakers and creatives who transform Harlem and beyond all while having impeccable style."" You can visit the artwork through April 2026.",https://www.timeout.com/newyork/news/aunties-a-powerful-new-sculpture-collection-pays-tribute-to-the-women-of-harlem-061625
evt_051,51.Van Gogh’s Flowers at New York Botanical Garden,"TheNew York Botanical Gardeninvites New Yorkers to step into the world of Vincent van Gogh—not through a frame on a museum wall, but through fields of sunflowers, sweeping bursts of color and sculptural still lifes that bloom around you.Van Gogh’s Flowers, on view through October 26, transforms the Garden’s 250 acres into a kaleidoscopic celebration of the artist’s lifelong obsession with nature. This isn’t just a flower show. The exhibition brings Van Gogh’s expressive canvases off the wall and into the wild, pairing his iconic works with contemporary interpretations and living installations. Whether you’re a lifelong Van Gogh fan, an avid gardener or just looking for a dose of color and calm, Van Gogh’s Flowers offers a lush, unforgettable journey into the mind of an artist who saw beauty in every petal.",https://www.timeout.com/newyork/news/we-got-a-first-look-at-nybgs-new-van-gogh-exhibit-and-its-a-floral-fantasy-come-to-life-052025
evt_052,52.Torch & Crown's open-air beer garden,"Torch & Crown Brewing Companyhas taken over part ofUnion Square Parkfor its seasonal pop-up: Torch & Crown Beer Garden. For its third season in a row, the brewery is bringing its lineup of locally-made beers and bites to the square now through early November. Commandeering the historic Union Square Pavilion and the square surrounding it, the indoor-outdoor space welcomes all (even dogs!) to enjoy the festivities no matter the weather. The seasonal venue is the brewery's only offshoot outsideofits operation in SoHo.",https://www.timeout.com/newyork/news/torch-crowns-popular-open-air-beer-garden-is-coming-back-to-union-square-042825
evt_053,"53.""Path of Liberty: That Which Unites US""","What does it mean to be American? That's the question a new immersive art exhibition in Manhattan seeks to answer. Called ""Path of Liberty: That Which Unites US,"" this installation takes over six acres in Midtown East with massive screens sharing the voices of 50 Americans from across the nation. You'll hear their thoughts on democracy, liberty, freedom and unity. Path of Liberty is free to visit with reservations availablehere. The exhibition opens as America approaches the 250th anniversary of its founding, which will be celebrated in 2026. Find ""Path of Liberty: That Which Unites US"" on Manhattan’s East Side from 38th to 41st Street along First Avenue. It's open free of charge every Thursday through Saturday from 8-11pm.",https://www.timeout.com/newyork/news/a-first-look-at-the-immersive-6-acre-art-installation-in-manhattan-that-explores-liberty-and-equality-051225
evt_054,54.“Superfine: Tailoring Black Style” at the Met,"If you’ve ever walked down a Harlem block or past Fulton Street and thought, “Damn, that’s a look,” you already understand the heart of “Superfine: Tailoring Black Style,” the Metropolitan Museum of Art Costume Institute’s razor-sharp spring exhibition that puts the precision, politics and poetry of Black menswear on full, unapologetic display.Let’s just say it: this is one of the Met’s coolest shows in years.",https://www.timeout.com/newyork/news/see-inside-superfine-tailoring-black-style-the-mets-new-spring-exhibit-050525
evt_055,55.“Gardens of Renewal” by Lily Kwong,"When in need of a mental break, get yourself toMadison Square Parkto walk along a new meditative spiral pathway aptly dubbed ""Gardens of Renewal."" Located across the park’s Redbud and Sparrow Lawns, the new path is a beautifully landscaped spiral that invites reflection while highlighting the political urgency of the climate crisis. As visitors walk through, they’ll encounter a planting palette made up of increasingly rare—and nearly disappearing—native species. Artist Lily Kwong (you may remember her fromher gorgeous orchid showa few years ago) collaborated with the Madison Square Park Conservancy to create the destination, which will be accessible through Labor Day.",https://www.timeout.com/newyork/news/a-meditative-garden-by-lily-kwong-has-taken-root-in-madison-square-park-042925
evt_056,56.“Foot Fountain (pink)”,"There’s a sculpture on the High Line right now that’s causing some folks to question the content of their Instagram feeds. Mika Rottenberg’s “Foot Fountain (pink)” sits in all its weird glory at the 30th Street entrance, sputtering out water from its rather phallic top, through May 2026. “Foot Fountain (pink)” is a giant pink foot and lower leg that stands 10 feet tall and is peppered with tongues that stick out of lipsticked mouths. Its toenails are splashed with red nail polish, too. But the real kicker is the sculpture’s function: the working sprinkler on top can be activated by moving a set of pedals nearby, surprising or delighting passersby.",https://www.timeout.com/newyork/news/this-bizarre-water-spitting-sculpture-on-the-high-line-lets-you-soak-unsuspecting-passersby-043025
evt_057,57.Rooftop Cinema Club,"Rooftop Cinema Club takes movie-going to a whole new level—literally. This rooftop film series at a midtown skyscraper offers stunning views and an impressive lineup of films. In addition to the movie magic, the venue also offers movie snacks, a full bar and cute photo opps. This season features movies that will appeal to ‘90s kids, aGreasesing-along, Pride films, Wine Wednesdays and lots more. Here’s the full list of what’s coming toRooftop Cinema Club’s big screen.",https://www.timeout.com/newyork/news/here-are-all-the-movies-coming-to-nycs-rooftop-cinema-club-this-summer-041525
evt_058,"58.""Urban Stomp: Dreams & Defiance on the Dance Floor""","The foxtrot, lindy hop, salsa, hustle and vogue all have roots in New York City, whether they were born here, shaped here or popularized in the city’s clubs. A new exhibit atMuseum of the City of New Yorkturns the museum into a dance floor as it digs into the fascinating history and important role of these dances and more. “Urban Stomp: Dreams & Defiance on the Dance Floor” celebrates 200 years of social dance in New York City. It highlights the city’s dance floors as sites for connection, creativity and joyful rebellion. You’ll get to see everything from 1800s-era ball gowns to Louis Armstrong’s trumpet to Celia Cruz’s shoes to Big Daddy Kane’s outfits. Plus, digital screens throughout the exhibition offer dance lessons—and it’s nearly impossible not to move your body when the music starts. Grab your dancing shoes, and go see it now through February 22, 2026 in East Harlem.",https://www.timeout.com/newyork/news/urban-stomp-dreams-defiance-on-the-dance-floor-explores-200-years-of-nycs-dance-history-042325
evt_059,59.BQ Flea,"The Brooklyn Flea's newest flea market returns to the underpass of theBrooklyn-Queens Expressway along Meeker Avenue between Union and Lorimer Avenues. Every Sunday from 10am to 5pm, peruse a trunk-style market wherevendors sell vintage finds, cool collectibles, and handmade goods right out of their cars, with a lineup curated by the people behind the beloved and renown Brooklyn Flea. Along with being a great spot to hunt for hidden gems, the BQ Flea is also a perfect weekend stop for good local food and a lackback community vibe.",https://www.timeout.com/newyork/shopping/bq-flea
evt_060,60.Queens Night Market,"It’s hard to get good food on the cheap, but for ten years, Queens Night Market has prided itself on offering the city’s best eats for just $5-6. Ranked one of the best food festivals in the U.S., the festival runs on Saturday nights through the fall at the New York Hall of Science in Flushing Meadows Corona Park.There will also be other items sale besides food, including vintage apparel, handmade jewelry, ceramic products, locally produced art pieces, crochet toys, stationery, and much more.",https://www.timeout.com/newyork/things-to-do/queens-night-market-1
evt_061,"61.""New York Roots"" in the Garment District","Midtown’s Garment District has been home to creativity and invention for decades and, now it's home to a massive metal sculpture that seems to be ""growing"" out of the cement. Titled ""New York Roots,"" the installation by Steve Tobin is theGarment District Alliance'slatest public exhibit on the Broadway plazas between 39th and 40th Streets and 40thand 41stStreets. Seven sculptures invite you to weave in an out of their roots and ""reflect on relationships, families and communities coming together for a shared purpose—just as roots intertwine to strengthen a tree,"" per the Alliance. See it through February 2026.",https://www.timeout.com/newyork/news/there-are-giant-metal-roots-growing-out-of-midtown-right-now-040425
evt_062,62.“Mission: Impossible—Story and Spectacle” at MOMI,"If you're a diehard fan of seeing Tom Cruise hanging dangerously off of a cliff or out of a helicopter or from the side of a skyscraper, this is the museum exhibit for you. Now through December 14, Museum of the Moving Image (MoMI) in Astoria is celebrating the pop-culture phenomenon that is theMission: Impossiblefilm franchise withMission: Impossible—Story and Spectacle, an exhibition that immerses visitors in the remarkable stuntsandkey dramatic moments of the decade-spanning series. Sections of the exhibition will be devoted to each film in the series, spotlighting each title's mind-boggling stuntwork and action sequences as well as behind-the-scenes content of how it all came together onscreen.",https://www.timeout.com/newyork/museums/mission-impossiblestory-and-spectacle-at-momi
evt_063,"63.""Dead Outlaw"" on Broadway","The team behind the lovely, Tony-winning musicalThe Band's Visit—book writer Itamar Moses, composer David Yazbek and director David Cromer, now joined by songwriter Erik Della Penna—reunites to tell the very weird story of Elmer McCurdy: a Wild West outlaw whose corpse toured the country for decades as a side-show mummy. The show's Off Broadway premiere last year earned it multiple prizes, includes the Drama Critics' Circle Award for Best Musical; the cast for the Broadway transfer has not yet been announced.",https://www.timeout.com/newyork/theater/dead-outlaw-1
evt_064,64.Smorgasburg,"Smorgasburg, the food bazaar spectacular, is back with dozens of great local vendors across three locations. SmorgasburgWTC runs on Fridays; Williamsburg is on Saturdays; and Prospect Park is on Sundays. Each location is open weekly through October. For its 15th year of outdoor food and fun, Smorgasburg will showcase more than 70 vendors. The food festival will be filled withfragrant Ethiopian stews, Hawaii-style street comforts, explosive pani puri, potato puff poutine and lots more.",https://www.timeout.com/newyork/restaurants/smorgasburg-guide
evt_065,"65.""Breaking the Mold: Brooklyn Museum at 200"" exhibit","The Brooklyn Museum is celebrating a big birthday. As the museum turns 200, it’s marking the occasion with a sprawling exhibition that celebrates the museum's history, showcases artists from the borough and highlights new gifts in the collection. The massive show highlights hundreds of paintings, sculptures, and photographs pulled from the impressive museum’s full collection of 140,000 items. “Breaking the Mold: Brooklyn Museum at 200” is now open through February 22, 2026.",https://www.timeout.com/newyork/news/a-first-look-at-brooklyn-museums-massive-exhibition-celebrating-the-institutions-200-years-031325
evt_066,66.WWII exhibit at the Intrepid Museum,"It's hard to imagine now in our globalized world, but many of the young American soldiers who headed onto massive ships like the USSIntrepidduring World War II had never even seen the ocean before. They’d soon be navigating the Pacific, launching planes off of aircraft carriers and battling Axis enemies. Now, the stories of those military members are on display in a new permanent exhibit atthe Intrepid Museum, the historic aircraft carrier docked along the Hudson River in Hell’s Kitchen, which served from 1943 to 1974. The new 10,000-square-foot exhibit includes 50 never-before-seen artifacts, crew member oral histories, videos and photos showcasing the ship's history. Plus, you’ll get to see the museum’s newest WWII aircraft acquisition, a legendary fighter-bomber called the FG-1D Corsair. Planes just like it often flew off of Intrepid’s flight deck during the war.",https://www.timeout.com/newyork/news/a-first-look-at-the-new-wwii-plane-and-an-impressive-exhibit-at-nycs-intrepid-museum-032125
evt_067,"67.""Stranger Things: The First Shadow"" on Broadway","The spectacularly designed stage prequel toStranger Thingsexpands the universe of the popular Netflix show with an original story set in the late 1950s. The play depicts the early years of central series characters including Joyce Maldonaldo, Jim Hopper, Bob Newby and Dr. Martin Brenner; playwright Kate Trefry, a longtime staff writer for the TV version, has devised the story with series creators Matt and Ross Duffer andHarry Potter and theCursed Childplaywright Jack Thorne.",https://www.timeout.com/newyork/theater/stranger-things-the-first-shadow
evt_068,"68.""Just in Time""","On the heels of his Tony-winning performance in last season'sMerrily We Roll Along, Broadway sweetie Jonathan Groff returns to star as pop and nightclub star Bobby Darin, who peaked in the late 1950s with such hits as ""Dream Lover,"" ""Beyond the Sea"" and ""Mack the Knife."" Alex Timbers (Moulin Rouge!) directs an immersive production at Circle in the Square, with a cast that features Michele Pawk, John Treacy Egan and Caesar Samayoa. The hits are strung together through an original book by Warren Leight (Side Man) and comic essayist Isaac Oliver (Intimacy Idiot).",https://www.timeout.com/newyork/theater/just-in-time
evt_069,69.Laser tag at mini-bowling at Area 53,"Tucked away on Bridge Street in an old factory basement, this two-story playscape for kidsandadults contains ample room for fun, including laser tag, mini-bowling and arcade games. Laser tag games are comprised of three 10-15-minute matches, where you bob and weave around rustic columns and obstacles Area 53 has set up. Across an hour-and-a-half, you and your friends will be giggling and screaming as you ""shoot"" each other's guns to gain points. It's not for the faint of heart—running to avoid lasers is a workout, but a super fun one. We'd recommend checking out its ""After Dark"" laser tag and mini-bowling for those 18+ on Thursday nights. Area 53's mini-bowling allows for up to six people to knock down pins across 25 minutes and its arcade has traditional games, from basketball shooting games to racing games and claw machines.",https://www.timeout.com/newyork/things-to-do/area-53
evt_070,70.INTER's interstellar immersive experience,"If space is looking pretty good to you right now, there’s a chance to escape to the wide expanse even if only for an hour. INTER, the experiential, multi-sensory museum in Soho, has been reimagined to be an immersive intergalactic adventure. From the creative minds behind theMuseum of Ice Creamand photography center Fotografiska, INTER, insidethe old First National City Bank of New York, first opened in a beta version in November 2022 butofficially opened in May 2023, with abstract digital art of images evoking natural phenomena like earth, fire and water, its own floral tunnel, an infinity room and a water installation. But now, it has more than 10 immersive exhibits using light, sound and digital projection to transport you to another galaxy.",https://www.timeout.com/newyork/news/a-first-look-at-this-interstellar-immersive-experience-inside-an-old-nyc-bank-031925
evt_071,"71.""The New Yorker"" exhibit","TheNew Yorker, one of the most revered New York-based publications in the country, is officially turning 100 years old, and the New York Public Library is stepping in to celebrate the occasion. The library has debuted a new exhibit titled “A Century ofThe New Yorker”showcasing the magazine's history from its 1925 launch to the present, highlighting the stories and ideas that have defined it throughout the years. The exhibition will be mounted for a full year. Attendees will have the opportunity to view old covers, rare manuscripts, photographs, founding documents and, of course, an archive of cartoon art that defines the magazine's aesthetic.",https://www.timeout.com/newyork/news/a-new-exhibit-at-the-new-york-public-library-celebrates-the-new-yorker-magazines-100th-anniversary-011725
evt_072,72.The newly renovated Rockefeller Wing at The Met,"After a four-year renovation, The Metropolitan Museum of Art has reopened its galleries dedicated to the arts of Africa, the Ancient Americas and Oceania. These historic galleries, housed within the Michael C. Rockefeller Wing, are packed with 1,800 artworks spanning five continents and hundreds of cultures. Inside the galleries, you’ll find several objects on view for the first time, including new acquisitions of contemporary African works and new commissions by Indigenous artists for the Oceania galleries. Also don’t miss a gallery dedicated to light-sensitive ancient Andean textiles, which is the first of its kind in the United States.",https://www.timeout.com/newyork/news/first-look-this-historic-wing-of-the-met-just-got-a-major-update-052925
evt_073,73.Wicked-themed Book-a-Bath at Lush Spa,"Want to feel like you can practically defy gravity? You can do just that at Lush Spa with theirWicked-themed book-a-bath experience. In partnership with Universal Studios, the Upper East Side spa is completely decked out withWickedvibes. There's vivid green and glimmering gold decor, including taper candles and even wallpaper that says Oz. During the bath, you’ll get to enjoy a pink-and-green bath bomb, a soap shaped like the Emerald City, and a cleanser picked for your skin type. Instrumental versions of the Wicked soundtrack will play while you relax in the tub. It'sbookable nowfor $75 with appointments through late 2025.",https://www.timeout.com/newyork/news/i-soaked-my-troubles-away-in-this-wicked-themed-bath-experience-at-nycs-lush-spa-012725
evt_074,"74.""Maybe Happy Ending"" on Broadway","The notion of robots discovering love—in a world where nothing lasts forever, including their own obsolescent technologies—could easily fall into preciousness or tweedom. Instead, it is utterly enchanting. As staged by Michael Arden (Parade),Maybe Happy Endingis an adorable and bittersweet exploration of what it is to be human, cleverly channeled through characters who are only just learning what that entails.",https://www.timeout.com/newyork/theater/maybe-happy-ending-broadway-musical-review-darren-criss-helen-shen-robots
evt_075,"75.""Sunset Blvd."" on Broadway","In the 1950 film masterpieceSunset Boulevard, Hollywood glamour is a dead-end street. Stalled there with no one coming to find her—except perhaps to use her car—is Norma Desmond: a former silent-screen goddess who is now all but forgotten. Secluded and deluded, she haunts her own house and plots her grand return to the pictures; blinded by the spotlight in her mind, she is unaware that what she imagines to be a hungry audience out there in the dark is really just the dark.",https://www.timeout.com/newyork/theater/sunset-boulevard-broadway-review-revival-nicole-scherzinger-andrew-lloyd-webber
evt_076,76.The Birch Trials exhibit at Fraunces Tavern,"As the Revolutionary War came to a close, British Loyalists and soldiers evacuated the colonies in droves. But the evacuation was more complicated for Black Loyalists, some of whom joined the British cause in response to offers of freedom. In 1783, the new government formed a special committee to review the eligibility of some Black Loyalists to evacuate with the British Army, and that committee met at Fraunces Tavern in Lower Manhattan. A new permanent exhibit at the Fraunces Tavern Museum explores this important moment in history. The exhibition first opened last year, and officials are now moving it to a larger permanent gallery within the museum. The new space will offer a chance to include recent new discoveries of significant information concerning the identities of individuals participating in theBirchTrialsand their inclusion in the Book of Negroes.",https://www.timeout.com/newyork/news/fraunces-tavern-museum-now-showcases-nycs-role-in-revolutionary-era-emancipation-071223
evt_077,77.Catacombs by Candlelight Tour,"This fascinating 90-minute tour introduces you to all the secrets of the 200-year-old Basilica of St. Patrick’s Old Cathedral. Enter areas off-limits to the public, including the Henry Erban Organ, the cemeteries, and top it all off with an exclusive walk-through of the Catacombs themselves. Even better, you will experience the whole tour by candlelight (romantic, if you ignore the dead bodies part). This unique and historic site serves as the final resting place for many prominent New Yorkers, including the Delmonico Family, General Thomas Eckert (a confidant of Abraham Lincoln), Honest John Kelly of Tammany Hall and the first resident Bishop of New York, Bishop John Connolly.",https://www.timeout.com/newyork/things-to-do/catacombs-by-candlelight-tour
evt_078,"78.""The Subway Is..."" exhibit","On October 27, 1904, New Yorkers dressed in their finest clothing and hosted dinner parties to celebrate the big news of the year. After four years of messy, sometimes controversial construction, a subway had opened in New York City. Officials didn't know if people would show up for its debut, but more than 100,000 people descended beneath the ground that evening to traverse the system's 9 miles and 28 stations. The next day, a Sunday, more than 1 million people showed up on the subway's first full open day. It may not seem like a big deal to us now, but the subway was revolutionary—and it still is. A fascinating new exhibit at the New York Transit Museum in Brooklyn digs into the history and the future of our underground rail system. Titled ""The SubwayIs...,"" the exhibition brings together artifacts, photos, multimedia installations, old advertisements, train models and more to tell the story of our city's subway system.",https://www.timeout.com/newyork/news/nycs-subway-system-is-turning-120-and-celebrating-with-a-huge-new-exhibit-093024
evt_079,79.Friday Night Vibes at Time Out Market,"Start your weekend off right at Time Out Market New York’s stunning rooftop! Friday Night Vibes gets the party going on the fifth floor at 7pm with tunes fromDJ Stretch(on the first and third Friday of every month) andDJ Price Is Right(on the second and fourth Friday). Dance the night away with specialty cocktails from the Market’s awesome bar and grab bites from one of two dozen kitchens including, Jacob’s Pickles, Bark Barbecue and Wayla.Enjoy it all to the incredible views of the East River, the NYC skyline and the Brooklyn and Manhattan Bridges.",https://www.timeout.com/newyork/things-to-do/rooftop-fridays-at-time-out-market
evt_080,80.Xanadu Roller Arts,"This sprawling 16,000-square-foot space in Bushwick, designed to double as a concert venue and nightclub for up to 1,200 people, is the city’s first new wooden roller skating rink in over a decade. Xanadu is decorated with agiant black-and-white photo of a group of young Black skaters taken over 40 years ago, a model for the energy in the room today. There’s also a rinkside bar, serving drinks with names like Skaterade and Purple Rain with direct sightlines of all the action on the wood. And in the bathroom, a surprise DJ spins a soundtrack for patrons to dance to as they wash their hands, a cheeky setup Kataria calls, “Club Flush.”",https://www.timeout.com/newyork/things-to-do/xanadu-roller-arts
evt_081,81.Second City comedy club,"Need a laugh?The Second City—the renowned comedy club with locations in Chicago and Toronto—just opened in Brooklyn, and you will definitely laugh out loud there. The New York City venue, which opened on the legendary club’s 65th anniversary, offers hilarious live comedy every single night of the week. The club has debuted ""The Second City Presents The Mainstage Revue 1: Ruthless Acts of Kindness,"" a completely original NYC revue, which has been created in conversation with the audience over the last ten-weeks. Some of the funniest names in comedy got their start at Second City. Just a few Second City alumni include: Bill Murray, Eugene Levy, Catherine O'Hara, Amber Ruffin,Keegan-Michael Key,Chris Farley, Tina Fey, Stephen Colbert, and Aidy Bryant. You might just see the next comedy star on this stage. The venue offers sketch shows and improv performances, along with a great restaurant and no drink minimums in a beautiful venue. Tickets start at $39.",https://www.timeout.com/newyork/news/five-things-to-expect-at-the-new-second-city-comedy-club-in-brooklyn-030124
evt_082,82.Grand Bazaar NYC,"Grand Bazaar is one of NYC’s oldest and largest marketplaces where you can buy vintage treasures, antiques, clothing and more goodies from more than 100 local merchants. Photographers, jewelers and furniture designers sell their best on Sundays between 10am and 5pm on the Upper West Side (77th Street at Columbus Avenue). Each week offers a different theme, from featuring women-owned businesses to focusing on handmade items to spotlighting international wares. The market runs both indoors and outdoors each week all year long.",https://www.timeout.com/newyork/things-to-do/grand-bazaar-nyc
evt_083,83.Puttery,"Puttery is an adults-only mini-golf and nightlife destination that just opened at 446 West 14th Street by Washington Street in the Meatpacking District and is backed by, among others, Irish professional golfer Rory McIlroy. The first location of its kind in New York, Puttery spans 24,000 square feet over five levels that feature an underground lounge and a total of three bars, including a rooftop one that will be open year-round (yes, there will be heat lamps on site).",https://www.timeout.com/newyork/news/a-massive-new-adults-only-nightlife-spot-with-mini-golf-courses-just-opened-in-the-meatpacking-district-031524
evt_084,84.The Big Bubble Experiment at NYSCI,"Beautiful, buoyant, beguiling bubbles are back at theNew York Hall of Science (NYSCI)in Queens. The beloved bubbles exhibit, which had been closed for five years, has returned bigger, better and bubblier than ever. The Big Bubble Experiment encourages kids of all ages to experiment and discover through the joy of playing with bubbles. That includes blowing, stretching, popping and looking closely to see what happens at each move. The exhibit features 10 stations, each one with different tools and methods for exploring bubble solution.",https://www.timeout.com/newyork/news/new-york-hall-of-science-debuts-the-new-big-bubble-experiment-111023
evt_085,85.The Friends Experience,"""How you doin'?"" If you read that in Joey Tribbiani's voice, then you've got to get yourself to ""The FRIENDS Experience: The One in New York City."" The immersive, walk-through experience in the Flatiron District features photo ops, props from the show, and Easter eggs at every turn. There’s a chance to pose with the ""Pivot"" couch, a backdrop that looks like the Vegas chapel, and a photo opp with Phoebe’s grandma's taxi. You can even pose on top of Pat the Dog, snap a photo with the giant poking device and take a selfie in Monica's apartment. Using high-quality cameras, staff take photos at each spot, which you can purchase at the end. But staff will also take free photos with your cell phone if you ask. It's not just a selfie museum, though. There's a fascinating display featuring the show's costume designer Debra McGuire where you'll learn about her sartorial choices for each character. Another exhibit spotlights artist Burton Morris, whose Pop art pieces decorate Central Perk. Other display cases feature set designs, signed scripts and a statement from the show's producers, Marta Kauffman and David Crane. Here'sour full review.",https://www.timeout.com/newyork/things-to-do/the-friends-experience
evt_086,86.Chamber Magic,"There's a reason Chamber Magic has remained a staple in NYC's magic scene for more than two decades: It dazzles, show after show, with tricks that'll still leave you awestruck days later. The charming Steve Cohen, billed as the Millionaires’ Magician, conjures high-class parlor magic in the marble-columned Madison Room at the swank Lotte New York Palace. Dress to be impressed (cocktail attire is required); tickets start at $125, with an option to pay more for meet-and-greet time and extra tricks with Cohen after the show. If you've come to see a classic-style magic act, you get what you pay for. Sporting a tuxedo and bright rust hair, the magician delivers routines that he has buffed to a patent-leather gleam: In addition to his signature act—""Think-a-Drink,"" involving a kettle that pours liquids by request—highlights include a lulu of levitation trick and a card-trick finale that leaves you feeling like, well, a million bucks.",https://www.timeout.com/newyork/theater/chamber-magic
evt_087,87.Bonsai Bar,"The name really says it all: Make bonsai in a bar! These teeny tiny trees are the definition of ""happy little trees."" The pros from Bonsai Bar will teach you the fundamental skills and techniques behind the art of bonsai while you sip your drink and have some fun with your friends. The teachers will also help you as you pot, prune and design your very own bonsai tree. Bonsai Bar events pop up all over the city at locations like Brooklyn Brewery, the Bronx Brewery and SingleCut Beersmiths Queens Taproom.",https://www.timeout.com/newyork/things-to-do/bonsai-bar
